,Country,Type,Name,Date,Keywords
80,Singapore,Legislation,Energy Conservation (Motor Vehicles Subject to Fuel Economy Requirements) Order 2012.,2012,"Emissions, Air quality/air pollution, Authorization/permit, Pollution control, Energy conservation/energy production, Transport/storage"
81,Singapore,Legislation,Energy Conservation and Management Practices Regulations 2013.,2012,"Emissions, Environmental standards, Ozone layer, Air quality/air pollution, Pollution control, Energy conservation/energy production, Transport/storage, Environmental planning, Authorization/permit"
82,Singapore,Legislation,Environmental Protection and Management (Composition of Offences) Regulations (No. S 292/1999).,1999,"Offences/penalties, Air quality/air pollution, Emissions, Energy conservation/energy production, Hazardous substances, Noise pollution, Pollution control"
83,Slovakia,Legislation,Decree amending Decree establishing sustainability criteria and targets to reduce greenhouse gas emissions from fuels.,2017,"Pollution control, Air quality/air pollution, Emissions, Ozone layer, Energy conservation/energy production, Bioenergy, Biofuel, Renewable energy"
84,Slovakia,Legislation,Decree establishing sustainability criteria and targets to reduce greenhouse gas emissions from fuels.,2011,"Pollution control, Air quality/air pollution, Emissions, Ozone layer, Energy conservation/energy production, Bioenergy, Biofuel, Renewable energy"
85,Spain,Legislation,"Real Decreto Nº 316/2019 - Real Decreto Nº 616/2017, que regula la concesión directa de subvenciones a proyectos singulares de entidades locales que favorezcan el paso a una economía baja en carbono en el marco del Programa operativo FEDER de crecimiento sostenible 2014-2020.",2019,"Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production, Renewable energy, Special fund, Subsidy/incentive, Protection of environment, Coal, Legal proceedings/administrative proceedings"
86,Spain,Legislation,Real Decreto Nº 235/2018 - Establece métodos de cálculo y requisitos de información en relación con la intensidad de las emisiones de gases de efecto invernadero de los combustibles y la energía en el transporte.,2018,"Air quality/air pollution, Emissions, Monitoring, Pollution control, Transport/storage, Data collection/reporting, Ozone layer, Biofuel, Energy conservation/energy production, Environmental standards, Oil"
87,Spain,Legislation,Real Decreto Nº 616/2017 - Regula la concesión directa de subvenciones a proyectos singulares de entidades locales que favorezcan el paso a una economía baja en carbono en el marco del Programa operativo FEDER de crecimiento sostenible 2014-2020.,2017,"Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production, Renewable energy, Special fund, Subsidy/incentive, Protection of environment, Coal"
88,Spain,Legislation,Orden ITC/3366/2010 - Metodología de cálculo del coste unitario de los derechos de emisión de CO2 asignados a las centrales de generación eléctrica.,2010,"Climate change, Pollution control, Ozone layer, Emissions, Environmental audit, EIA, Environmental planning, Environmental standards, Non-governmental entity, Air quality/air pollution, Energy conservation/energy production, Contract/agreement"
89,Spain,Legislation,Real Decreto-Ley Nº 11/2007 - Producción de energía eléctrica y derechos de emisión de gases de efecto invernadero.,2007,"Emissions, Ozone layer, Air quality/air pollution, Environmental standards, Pollution control, Energy conservation/energy production, Climate change"
90,Sweden,Legislation,Sweden’s fourth Biennial Report under the UNFCCC.,2020,"Pollution control, Climate change, Air quality/air pollution, Biodiversity, Bioenergy, Emissions, Emissions trading, Energy conservation/energy production, Environmental planning, Environmental security, Financing, International relations/cooperation, Sustainable development"
91,Sweden,Legislation,Regulation (2013:253) on waste combustion.,2013,"Energy conservation/energy production, Pollution control, Waste disposal, Waste management, Groundwater, Soil pollution/quality, Air quality/air pollution, Emissions, Environmental standards, Hazardous substances, Hazardous waste, Monitoring, Standards, Surface water, Freshwater quality/freshwater pollution"
92,Switzerland,Legislation,Arrêté concernant l'objectif d'évolution des gros consommateurs d'énergie.,2005,"Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production, Enforcement/compliance"
93,Thailand,Legislation,11th  National Economic and Social Development Plan (2012-2016).,2012,"Policy/planning, Agricultural development, Agricultural commodities, Agricultural land, Biodiversity, Capacity building, Cereals/grains/rice, Climate change, Disasters, Early warning system/emergency intervention system, Flood, Poverty, Protection of environment, Renewable energy, Social protection, Soil conservation/soil improvement, Soil pollution/quality, Sustainable development, Sustainable use, Water shortage/drought, Air quality/air pollution, Ecosystem preservation, Education, Emissions, Energy conservation/energy production, Farming, Groundwater, Inspection, International relations/cooperation, Drainage/land reclamation, Monitoring, Pollution control, Research, Freshwater quality/freshwater pollution, Effluent waste water/discharge"
94,Turkey,Legislation,Ministry of Environment and Urbanization Strategic Plan 2015-2017.,2015,"Air quality/air pollution, Authorization/permit, Capacity building, Certification, Climate change, Coastal zone management, Enforcement/compliance, Cultural heritage, Disasters, Ecofriendly products/ecofriendly processes, EIA, Emissions, Energy conservation/energy production, Environmental audit, Environmental planning, Environmental security, Environmental standards, Hazardous substances, Inspection, Institution, Land-use planning, Local government, Marine area, Monitoring, Ozone layer, Policy/planning, Protected area, Recycling/reuse, Risk assessment/management, Soil pollution/quality, Solid waste, Tourism, Urban land, Waste disposal, Waste management, Pollution control"
95,Turkey,Legislation,National Environmental Action Plan 1999.,1999,"Extension, Financial agricultural measures, Rural employment, Protection of environment, Cultural heritage, Air quality/air pollution, Desertification, Early warning system/emergency intervention system, EIA, Emissions, Energy conservation/energy production, Environmental standards, Erosion, Financing, Hazardous waste, Inspection, Monitoring, Basin/catchment/watershed, Capacity building, Noise pollution, Pesticides, Policy/planning, Pollution control, Public participation, Recycling/reuse, Research, Risk assessment/management, Soil conservation/soil improvement, Solid waste, Tourism, Waste disposal, Waste management, Wetlands, Marine protected areas, Aquaculture, Coastal zone management, Fishery management and conservation, Mariculture, Biodiversity, Ecosystem preservation, Forest management/forest conservation, Forest species, Freshwater quality/freshwater pollution, Effluent waste water/discharge, Endangered species, Inventory, Management/conservation, Marine area, Protection of species"
96,Turkmenistan,Legislation,National Climate Change Strategy of Turkmenistan.,2012,"Climate change, Disasters, Public health, Sustainable development, Agricultural development, Crops/grasses, Desertification, Energy conservation/energy production, Renewable energy, Pollution control, Emissions, Recycling/reuse, Water shortage/drought, Early warning system/emergency intervention system, Ecosystem preservation, Air quality/air pollution, Protected area, National parks, Saltwater intrusion/siltation, Soil conservation/soil improvement, Waste disposal, Waste management, Freshwater quality/freshwater pollution"
97,United+Arab+Emirates,Legislation,UAE Vision 2021.,2010,"Gender, Climate change, Energy conservation/energy production, Air quality/air pollution, Disasters, Education, Emissions, Protection of environment, Public health, Pollution control, Freshwater resources management"
98,United+Kingdom,Legislation,Climate Change (Emissions Reduction Targets) (Scotland) Act 2019 (2019 Asp 12).,2019,"Climate change, Data collection/reporting, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Policy/planning, Public participation, Governance"
99,United+Kingdom,Legislation,Climate Change Act 2008 (2050 Target Amendment) Order 2019 (S.I. No. 1056 of 2019).,2019,"Air quality/air pollution, Climate change, Environmental standards, Emissions, Pollution control, Energy conservation/energy production"
100,United+Kingdom,Legislation,Carbon Accounting Scheme (Scotland) Amendment Regulations 2019 (S.S.I. No. 121 of 2019).,2019,"Climate change, Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production"
101,United+Kingdom,Legislation,Greenhouse Gas Emissions Trading Scheme (Amendment) (EU Exit) Regulations 2019 (S.I. No. 107 of 2019).,2019,"Air quality/air pollution, Emissions, Emissions trading, Climate change, Ozone layer, Monitoring, Environmental standards, Inspection, Pollution control, Energy conservation/energy production, Policy/planning"
102,United+Kingdom,Legislation,CRC Energy Efficiency Scheme (Revocation and Savings) Order 2018 (S.I. No. 841 of 2018).,2018,"Climate change, Air quality/air pollution, Emissions, Environmental fees/charges, Ozone layer, Pollution control, Energy conservation/energy production"
103,United+Kingdom,Legislation,Carbon Accounting Scheme (Scotland) Amendment Regulations 2018 (S.S.I. No. 40 of 2018).,2018,"Climate change, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Data collection/reporting"
104,United+Kingdom,Legislation,Carbon Accounting Scheme (Scotland) Amendment Regulations 2017 (S.S.I. No. 121 of 2017).,2017,"Climate change, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Data collection/reporting"
105,United+Kingdom,Legislation,CRC Energy Efficiency Scheme (Allocation of Allowances for Payment) (Amendment) Regulations 2017 (S.I. No. 211 of 2017).,2017,"Climate change, Air quality/air pollution, Emissions, Environmental fees/charges, Ozone layer, Pollution control, Energy conservation/energy production"
106,United+Kingdom,Legislation,Clean Growth Strategy - Leading the way to a low carbon future 2017.,2017,"Capacity building, Climate change, Energy conservation/energy production, Renewable energy, Research, Financing, Access-to-information, Air quality/air pollution, Business/industry/corporations, Erosion, Sustainable development, Monitoring, Emissions, Land-use planning, Waste disposal, Waste management, Pollution control, Food security, Forest management/forest conservation, Policy/planning, Afforestation/reforestation"
107,United+Kingdom,Legislation,Assessment of Energy Performance of Non-domestic Buildings (Scotland) Regulations 2016 (S.S.I. No. 146 of 2010).,2016,"Climate change, Air quality/air pollution, Emissions, Environmental standards, Pollution control, Energy conservation/energy production"
108,United+Kingdom,Legislation,Renewables Obligation (Amendment) Order (Northern Ireland) 2016 (S.R. No. 84 of 2016).,2016,"Climate change, Air quality/air pollution, Emissions, Environmental standards, Pollution control, Energy conservation/energy production, Renewable energy, Ecofriendly products/ecofriendly processes, Certification"
109,United+Kingdom,Legislation,Carbon Accounting Scheme (Scotland) Amendment Regulations 2016 (S.S.I. No. 46 of 2016).,2016,"Climate change, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Data collection/reporting"
110,United+Kingdom,Legislation,Climate Change (Additional Greenhouse Gas) (Scotland) Order 2015 (S.S.I. No. 197 of 2015).,2015,"Climate change, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production"
111,United+Kingdom,Legislation,Carbon Accounting Scheme (Scotland) Amendment Regulations 2015 (S.S.I. No. 189 of 2015).,2015,"Climate change, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Data collection/reporting"
112,United+Kingdom,Legislation,Emissions Performance Standard Regulations 2015  (S.I. No. 933 of 2015).,2015,"Air quality/air pollution, Emissions, Enforcement/compliance, Environmental fees/charges, Environmental standards, Pollution control, Energy conservation/energy production, Renewable energy, Nuclear energy, Subsidy/incentive, Offences/penalties"
113,United+Kingdom,Legislation,Regulatory Reform (Scotland) Act 2014 (Consequential Modifications) Order 2015 (S.I. No. 374 of 2015).,2015,"Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production, Hydropower generation, Coastal zone management"
114,United+Kingdom,Legislation,CRC Energy Efficiency Scheme (Allocation of Allowances for Payment) (Amendment) (No. 2) Regulations 2014 (S.I. No. 3262 of 2014).,2014,"Climate change, Air quality/air pollution, Emissions, Environmental fees/charges, Ozone layer, Pollution control, Energy conservation/energy production"
115,United+Kingdom,Legislation,Renewables Obligation (Amendment) Order (Northern Ireland) 2014 (S.R. No. 146 of 2014).,2014,"Ozone layer, Air quality/air pollution, Emissions, Environmental audit, Pollution control, Energy conservation/energy production, Renewable energy, Data collection/reporting, Recycling/reuse, Bioenergy, Organic waste, Waste management"
116,United+Kingdom,Legislation,Renewables Obligation (Amendment) Order 2014 (S.I. No. 893 of 2014).,2014,"Ozone layer, Air quality/air pollution, Emissions, Certification, Pollution control, Energy conservation/energy production, Renewable energy, Data collection/reporting, Bioenergy, Organic waste, Waste management"
117,United+Kingdom,Legislation,CRC Energy Efficiency Scheme (Allocation of Allowances for Payment) Regulations 2013 (S.I. No. 3103 of 2013).,2013,"Climate change, Air quality/air pollution, Emissions, Environmental fees/charges, Ozone layer, Pollution control, Energy conservation/energy production"
118,United+Kingdom,Legislation,National Adaptation Programme.,2013,"Access-to-information, Air quality/air pollution, Business/industry/corporations, Capacity building, Climate change, Coastal zone management, Community management, Data collection/reporting, Disasters, Drainage/land reclamation, Water shortage/drought, Early warning system/emergency intervention system, Education, EIA, Emissions, Energy conservation/energy production, Erosion, Environmental planning, Financing, Flood, Forest fires, Gender, Groundwater, Hazardous substances, Integrated management, International trade, Local government, Marine area, Policy/planning, Pollution control, Poverty, Precautionary principle, Public health, Public participation, Research, Risk assessment/management, Social protection, Surface water, Sustainable development, Urban land, Marine protected areas, Food quality control/food safety, Food security, Freshwater quality/freshwater pollution, Alien species, Biodiversity, Management/conservation, Ecosystem preservation, Protection of environment, Protection of habitats, Protection of species, Wild fauna, Wild flora"
119,United+Kingdom,Legislation,Renewables Obligation (Amendment No. 2) Order (Northern Ireland) 2013 (S.R. No. 147 of 2013).,2013,"Ozone layer, Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production, Renewable energy, Certification"
120,United+Kingdom,Legislation,CRC Energy Efficiency Scheme Order 2013 (S.I. No. 1119 of 2013).,2013,"Climate change, Air quality/air pollution, Emissions, Registration, Environmental standards, Pollution control, Energy conservation/energy production, Offences/penalties"
121,United+Kingdom,Legislation,CRC Energy Efficiency Scheme (Allocation of Allowances for Payment) (Amendment) Regulations 2013 (S.I. No. 1097 of 2013).,2013,"Climate change, Air quality/air pollution, Emissions, Environmental fees/charges, Pollution control, Energy conservation/energy production"
122,United+Kingdom,Legislation,Climate Change Agreements (Eligible Facilities) (Miscellaneous Amendments) Regulations 2013 (S.I. No. 505 of 2013).,2013,"Air quality/air pollution, Climate change, Emissions, Contract/agreement, Registration, Pollution control, Energy conservation/energy production"
123,United+Kingdom,Legislation,Greenhouse Gas Emissions Trading Scheme Regulations 2012 (S.I. No. 3038 of 2012).,2012,"Air quality/air pollution, Emissions, Emissions trading, Climate change, Ozone layer, Monitoring, Environmental standards, Inspection, Pollution control, Energy conservation/energy production, Policy/planning"
124,United+Kingdom,Legislation,Electricity and Gas (Energy Companies Obligation) Order 2012 (S.I. No. 3018 of 2012).,2012,"Climate change, Air quality/air pollution, Emissions, Ozone layer, Environmental standards, Pollution control, Energy conservation/energy production"
125,United+Kingdom,Legislation,Climate Change Agreements (Eligible Facilities) Regulations 2012 (S.I. No. 2999 of 2012).,2012,"Air quality/air pollution, Climate change, Emissions, Contract/agreement, Registration, Pollution control, Energy conservation/energy production"
126,United+Kingdom,Legislation,CRC Energy Efficiency Scheme (Allocation of Allowances for Payment) Regulations 2012 (S.I. No. 1386 of 2012).,2012,"Climate change, Air quality/air pollution, Emissions, Environmental fees/charges, Pollution control, Energy conservation/energy production"
127,United+Kingdom,Legislation,Climate Change (Limit on Carbon Units) (Scotland) Order 2011 (S.S.I. No. 440 of 2011).,2011,"Climate change, Institution, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Policy/planning"
128,United+Kingdom,Legislation,Renewables Obligation (Amendment) Order 2011 (S.I. No. 984 of 2011).,2011,"Ozone layer, Air quality/air pollution, Emissions, Certification, Pollution control, Energy conservation/energy production, Renewable energy, Data collection/reporting, Bioenergy, Organic waste, Waste management"
129,United+Kingdom,Legislation,Renewables Obligation (Amendment) Order (Northern Ireland) 2011 (S.R. No. 169 of 2011).,2011,"Ozone layer, Air quality/air pollution, Emissions, Environmental audit, Pollution control, Energy conservation/energy production, Renewable energy, Data collection/reporting, Recycling/reuse, Bioenergy, Organic waste, Waste management"
130,United+Kingdom,Legislation,CRC Energy Efficiency Scheme (Amendment) Order 2011 (S.I. No. 234 of 2011).,2011,"Climate change, Air quality/air pollution, Emissions, Registration, Environmental standards, Pollution control, Energy conservation/energy production, Offences/penalties"
131,United+Kingdom,Legislation,Energy Act 2008 (Consequential Modifications) (Offshore Environmental Protection) Order 2010  (S.I. No. 1513 of 2010).,2010,"Ozone layer, Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production, Renewable energy, Transport/storage, Marine pollution, Mining, Natural gas, Oil, Ecosystem preservation"
132,United+Kingdom,Legislation,Carbon Accounting Scheme (Scotland) Regulations 2010 (S.S.I. No. 216 of 2010).,2010,"Climate change, Institution, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Policy/planning"
133,United+Kingdom,Legislation,Climate Change (Limit on Carbon Units) (Scotland) Order 2010 (S.S.I. No. 217 of 2010).,2010,"Climate change, Institution, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Policy/planning"
134,United+Kingdom,Legislation,CRC Energy Efficiency Scheme Order 2010 (S.I. No. 768 of 2010).,2010,"Climate change, Air quality/air pollution, Emissions, Registration, Environmental standards, Pollution control, Energy conservation/energy production, Offences/penalties"
135,United+Kingdom,Legislation,Carbon Accounting (Amendment) Regulations 2009  (S.I. No. 3146 of 2009).,2009,"Climate change, Institution, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Policy/planning"
136,United+Kingdom,Legislation,Climate Change (Scotland) Act 2009 (2009 Asp 12).,2009,"Climate change, Institution, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Basic legislation, Pollution control, Energy conservation/energy production, Policy/planning"
137,United+Kingdom,Legislation,Carbon Accounting Regulations 2009 (S.I. No. 1257 of 2009).,2009,"Climate change, Institution, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Pollution control, Energy conservation/energy production, Policy/planning"
138,United+Kingdom,Legislation,"Climate Change Act 2008 (2020 Target, Credit Limit and Definitions) Order 2009 (S.I. No. 1258 of 2009).",2009,"Climate change, Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production"
139,United+Kingdom,Legislation,Carbon Budgets Order 2009 (S.I. No. 1259 of 2009).,2009,"Climate change, Air quality/air pollution, Emissions, Pollution control, Energy conservation/energy production"
140,United+Kingdom,Legislation,Climate Change Act 2008 (Chapter 27 of 2008).,2008,"Climate change, Institution, Air quality/air pollution, Emissions, International agreement-implementation, Environmental standards, Basic legislation, Pollution control, Energy conservation/energy production, Policy/planning, Waste domestic sources, Waste management"
141,United+Kingdom,Legislation,Climate Change and Sustainable Energy Act 2006  (Chapter 19 of 2006).,2006,"Climate change, Air quality/air pollution, Emissions, International agreement-implementation, Pollution control, Energy conservation/energy production, Policy/planning"
142,United+States+of+America,Legislation,Executive Order on Protecting Public Health and the Environment and Restoring Science to Tackle the Climate Crisis (2021),2021,"Air quality/air pollution, Climate change, Disasters, Early warning system/emergency intervention system, Education, Emissions, Energy conservation/energy production, Equity, Governance, Hazardous substances, Pesticides, Policy/planning, Polluter pays principle, Pollution control, Protection of environment, Public health"
143,United+States+of+America,Legislation,The President’s Climate Action Plan.,2013,"Biofuel, Energy conservation/energy production, Renewable energy, Access-to-information, Agricultural development, Air quality/air pollution, Basin/catchment/watershed, Biodiversity, Business/industry/corporations, Capacity building, Climate change, Data collection/reporting, Water shortage/drought, Early warning system/emergency intervention system, Emissions, Ecosystem preservation, Environmental security, Environmental standards, Farming, Flood, Gender, International relations/cooperation, Marine area, Policy/planning, Precautionary principle, Public health, Research, Risk assessment/management, Soil conservation/soil improvement, Special fund, Sustainable development, Transport/storage, Wetlands, Pollution control, Afforestation/reforestation, Forest fires, Forest management/forest conservation, Freshwater quality/freshwater pollution"
144,Viet+Nam,Legislation,Decision No. 1393/QD-TTg approving the National Green Growth Strategy.,2012,"Ecofriendly products/ecofriendly processes, Ecological production/organic production, Energy conservation/energy production, Policy/planning, Renewable energy, Air quality/air pollution, Climate change, Environmental planning, Institution, Pollution control, Emissions"
145,Viet+Nam,Legislation,Decision No. 2139/QD-TTg approving the national strategy for climate change.,2011,"Climate change, Emissions, Environmental planning, Pollution control, Air quality/air pollution, Energy conservation/energy production, Food security, Afforestation/reforestation, Ecosystem preservation, Forest management/forest conservation, Wetlands, Water shortage/drought, Saltwater intrusion/siltation, Gender"
146,Viet+Nam,Legislation,Decision No. 158/2008/QD-TTg approving the national target program on response to climate change.,2008,"Climate change, Air quality/air pollution, Emissions, Policy/planning, Pollution control, Energy conservation/energy production"
