"","match_string","COU","YEAR","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive"
"215","FIN1999","FIN",1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"216","FIN2000","FIN",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"217","FIN2002","FIN",2002,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"218","FIN2003","FIN",2003,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"219","FIN2004","FIN",2004,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"220","FIN2009","FIN",2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"221","FIN2010","FIN",2010,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"222","FIN2011","FIN",2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"223","FIN2012","FIN",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"224","FIN2013","FIN",2013,4,0,0,0,0,0,1,0,0,0,0,1,1,4,0,1,0,0,0,0,0,2,1,0
"225","FRA2000","FRA",2000,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"226","FRA2001","FRA",2001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"227","FRA2004","FRA",2004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"228","FRA2005","FRA",2005,1,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"229","FRA2006","FRA",2006,0,10,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0
"230","FRA2007","FRA",2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"231","FRA2009","FRA",2009,0,1,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0
"232","FRA2010","FRA",2010,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,4,0,0
"233","FRA2011","FRA",2011,1,10,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,7,0,0
"234","FRA2012","FRA",2012,0,4,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0
"235","FRA2013","FRA",2013,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
"236","FRA2014","FRA",2014,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
"237","FRA2015","FRA",2015,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"238","FRA2016","FRA",2016,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"239","FRA2017","FRA",2017,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
"240","FRA2018","FRA",2018,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"241","FRA2019","FRA",2019,1,1,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"242","GBR2000","GBR",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"243","GBR2008","GBR",2008,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,3,0,0
"244","GBR2010","GBR",2010,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
"245","GBR2011","GBR",2011,1,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,1
"246","GBR2012","GBR",2012,0,6,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,1,0,2,0,2
"247","GBR2013","GBR",2013,1,3,0,0,2,0,0,0,0,2,0,1,0,4,0,1,0,0,1,2,0,2,1,1
"248","GBR2014","GBR",2014,0,5,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,1,0,2
"249","GBR2015","GBR",2015,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
"250","GBR2016","GBR",2016,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0
"251","GBR2017","GBR",2017,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"252","GBR2018","GBR",2018,0,2,0,0,2,0,0,1,1,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0
"253","GRC1994","GRC",1994,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"254","GRC1999","GRC",1999,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"255","GRC2001","GRC",2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"256","GRC2005","GRC",2005,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"257","GRC2006","GRC",2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"258","GRC2007","GRC",2007,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"259","GRC2008","GRC",2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"260","GRC2009","GRC",2009,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0
"261","GRC2010","GRC",2010,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"262","GRC2012","GRC",2012,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0
"263","GRC2013","GRC",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"264","GRC2018","GRC",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"265","GRC2019","GRC",2019,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"266","HUN1996","HUN",1996,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"267","HUN2001","HUN",2001,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"268","HUN2005","HUN",2005,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"269","HUN2006","HUN",2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"270","HUN2007","HUN",2007,1,1,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"271","HUN2008","HUN",2008,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"272","HUN2010","HUN",2010,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"273","HUN2011","HUN",2011,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"274","HUN2012","HUN",2012,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"275","HUN2013","HUN",2013,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"276","HUN2015","HUN",2015,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"277","IRL2002","IRL",2002,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"278","IRL2006","IRL",2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"279","IRL2010","IRL",2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"280","IRL2012","IRL",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"281","IRL2013","IRL",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"282","IRL2014","IRL",2014,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,1,0
"283","IRL2016","IRL",2016,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
"284","ISL2011","ISL",2011,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"285","ITA1991","ITA",1991,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"286","ITA1995","ITA",1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"287","ITA2004","ITA",2004,2,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0
"288","ITA2005","ITA",2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"289","ITA2006","ITA",2006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"290","ITA2008","ITA",2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"291","ITA2010","ITA",2010,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"292","ITA2011","ITA",2011,4,0,0,0,0,1,1,1,1,1,0,0,0,4,0,1,0,1,1,1,0,2,1,0
"293","ITA2012","ITA",2012,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2
"294","ITA2014","ITA",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"295","ITA2016","ITA",2016,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"296","ITA2018","ITA",2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"297","JPN1997","JPN",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"298","JPN2002","JPN",2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"299","JPN2008","JPN",2008,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"300","JPN2011","JPN",2011,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"301","JPN2014","JPN",2014,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"302","JPN2018","JPN",2018,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"303","KOR1991","KOR",1991,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"304","KOR1995","KOR",1995,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"305","KOR1997","KOR",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"306","KOR1998","KOR",1998,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"307","KOR2000","KOR",2000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"308","KOR2003","KOR",2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"309","KOR2004","KOR",2004,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"310","KOR2006","KOR",2006,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"311","KOR2007","KOR",2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"312","KOR2008","KOR",2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"313","KOR2011","KOR",2011,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"314","KOR2014","KOR",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"315","KOR2015","KOR",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"316","LTU1994","LTU",1994,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,2,1,0
"317","LTU1995","LTU",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"318","LTU1996","LTU",1996,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0
"319","LTU1999","LTU",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
"320","LTU2000","LTU",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"321","LTU2002","LTU",2002,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,3,0,0,2,0,0
"322","LTU2003","LTU",2003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"323","LTU2007","LTU",2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"324","LTU2011","LTU",2011,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"325","LTU2017","LTU",2017,4,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,3,0,0
"326","LTU2018","LTU",2018,4,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,1,4,0,0
"327","LUX1993","LUX",1993,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"328","LUX2000","LUX",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"329","LUX2001","LUX",2001,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2
"330","LUX2004","LUX",2004,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,3,0,4
"331","LUX2007","LUX",2007,2,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,2,0,1
"332","LUX2008","LUX",2008,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,2
"333","LUX2009","LUX",2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"334","LUX2010","LUX",2010,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,3,0,1
"335","LUX2011","LUX",2011,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"336","LUX2012","LUX",2012,2,1,0,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,1
"337","LUX2014","LUX",2014,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0
"338","LUX2015","LUX",2015,3,5,0,0,1,1,0,0,0,0,0,0,0,8,2,0,2,0,0,1,0,3,0,0
"339","LUX2016","LUX",2016,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0
"340","LUX2017","LUX",2017,0,3,0,0,1,0,0,0,2,0,0,1,0,3,1,0,0,0,0,1,1,1,0,0
"341","LVA1995","LVA",1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"342","LVA1996","LVA",1996,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"343","LVA1998","LVA",1998,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,2,0,0,1,0,1,1,0
"344","LVA1999","LVA",1999,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
"345","LVA2000","LVA",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"346","LVA2001","LVA",2001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"347","LVA2002","LVA",2002,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,1,0,0
"348","LVA2003","LVA",2003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"349","LVA2005","LVA",2005,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"350","LVA2006","LVA",2006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"351","LVA2008","LVA",2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"352","LVA2009","LVA",2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"353","LVA2010","LVA",2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"354","LVA2011","LVA",2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"355","LVA2012","LVA",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"356","LVA2013","LVA",2013,0,2,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"357","LVA2016","LVA",2016,1,5,0,0,0,0,0,0,0,2,0,0,0,7,4,0,0,4,0,1,0,1,0,0
"358","LVA2017","LVA",2017,0,4,0,0,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"359","LVA2018","LVA",2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"360","LVA2019","LVA",2019,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"361","MEX1994","MEX",1994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"362","MEX1995","MEX",1995,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"363","MEX1998","MEX",1998,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0
"364","MEX2001","MEX",2001,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0
"365","MEX2002","MEX",2002,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
"366","MEX2003","MEX",2003,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1
"367","MEX2005","MEX",2005,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
"368","MEX2007","MEX",2007,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"369","MEX2008","MEX",2008,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
"370","MEX2009","MEX",2009,0,7,0,0,0,2,0,4,2,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0
"371","MEX2010","MEX",2010,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0
"372","MEX2011","MEX",2011,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0
"373","MEX2012","MEX",2012,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0
"374","MEX2013","MEX",2013,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0
"375","MEX2014","MEX",2014,2,4,0,0,0,2,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,2,1,0
"376","MEX2015","MEX",2015,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
"377","MEX2016","MEX",2016,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"378","MEX2017","MEX",2017,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
"379","NLD1997","NLD",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"380","NLD2000","NLD",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"381","NOR1990","NOR",1990,3,1,0,0,0,3,2,0,0,1,0,0,0,4,1,0,0,1,0,1,0,1,0,0
"382","NOR1991","NOR",1991,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"383","NOR1992","NOR",1992,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"384","NOR1993","NOR",1993,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"385","NOR2001","NOR",2001,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"386","NOR2002","NOR",2002,0,3,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"387","NOR2003","NOR",2003,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"388","NOR2004","NOR",2004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"389","NOR2010","NOR",2010,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0
"390","NOR2011","NOR",2011,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0
"391","NOR2012","NOR",2012,1,8,0,0,0,2,0,0,0,4,0,0,0,9,1,0,0,0,0,0,0,0,0,0
"392","NOR2013","NOR",2013,1,6,0,0,1,0,0,1,1,2,0,2,0,7,0,2,0,0,0,1,0,0,2,0
"393","NOR2015","NOR",2015,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"394","NZL1992","NZL",1992,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"395","NZL2000","NZL",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"396","POL1997","POL",1997,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"397","POL1998","POL",1998,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
"398","POL2000","POL",2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"399","POL2002","POL",2002,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"400","POL2003","POL",2003,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"401","POL2004","POL",2004,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0
"402","POL2005","POL",2005,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0
"403","POL2006","POL",2006,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
"404","POL2007","POL",2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"405","POL2010","POL",2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"406","POL2014","POL",2014,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"407","POL2015","POL",2015,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"408","POL2016","POL",2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"409","POL2017","POL",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"410","POL2018","POL",2018,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"411","POL2019","POL",2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"412","PRT2002","PRT",2002,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"413","PRT2004","PRT",2004,3,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,1,0,0
"414","PRT2005","PRT",2005,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
"415","PRT2006","PRT",2006,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0
"416","PRT2008","PRT",2008,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"417","PRT2009","PRT",2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"418","PRT2010","PRT",2010,3,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"419","PRT2011","PRT",2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"420","PRT2012","PRT",2012,2,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
"421","PRT2013","PRT",2013,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"422","PRT2014","PRT",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,1
"423","PRT2015","PRT",2015,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0
"424","PRT2016","PRT",2016,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"425","PRT2017","PRT",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"426","PRT2018","PRT",2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"427","PRT2019","PRT",2019,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"428","SVK2001","SVK",2001,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"429","SVK2004","SVK",2004,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0
"430","SVK2008","SVK",2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
