"","match_string","COU","YEA","Country.x","ROADpGDP","PKperCap","A.CO","A.NOX","A.NMVOC","A.PM10","A.PM2.5","Year.y","YEAR","GDPperCAP","keyword_sum","any_policy_implemented","Total.Rail.Transport","Passenger.Kilometers","TotPop","air.quality.air.pollution","allocation.quota","authorization.permit","basic.legislation","certification","clean.development.mechanism","data.collection.reporting","dispute.settlement","early.warning.system.emergency.intervention.system","ecosystem.preservation","education","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.fees.charges","environmental.planning","environmental.security","environmental.standards","framework.law","governance","hazardous.substances","hazardous.waste","inspection","institution","international.agreement.implementation","international.trade","legal.proceedings.administrative.proceedings","liability.compensation","monitoring","offences.penalties","oil","oil.pollution","ozone.layer","policy.planning","polluter.pays.principle","pollution.control","poverty","public.health","registration","renewable.energy","standards","sustainable.development","tax.levy","transboundary.effects","transport.storage","use.restrictions"
"66","CZE2004","CZE",2004,"Czech Republic",0.968302946187659,7.45435230578305,41.8352912778304,10.9591010256683,5.09152216625923,0.7418484897353,0.615211062192782,2004,2004,26725.830204,0,FALSE,6590,76086,10206.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","CZE2005","CZE",2005,"Czech Republic",1.14111007972961,7.54810490271145,37.5225309730737,11.3346331433824,4.69415839560895,0.772776753262221,0.636848594707954,2005,2005,28414.532916,0,FALSE,6667,77248,10234.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","CZE2006","CZE",2006,"Czech Republic",1.15551759157233,7.70758045032428,33.1612497134878,10.7917135002464,4.30225804501396,0.745629583374404,0.605637531789059,2006,2006,30241.130161,0,FALSE,6922,79131,10266.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","CZE2007","CZE",2007,"Czech Republic",1.03660964393567,7.85250819820301,30.0056993323382,10.434118364722,3.89136811178278,0.732632154566427,0.587710306505138,2007,2007,31752.335656,0,FALSE,6900,81059,10322.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","CZE2008","CZE",2008,"Czech Republic",1.14696592977038,7.838102985208,28.433282953871,10.1228575523615,3.75294890300799,0.72083768364139,0.574501254767642,2008,2008,32270.821037,0,FALSE,6803,81749,10429.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","CZE2009","CZE",2009,"Czech Republic",1.28567138913879,7.79526877588049,28.8288969195442,9.83814698439793,3.79691847080113,0.700553137679742,0.557774224982882,2009,2009,30586.624381,0,FALSE,6503,81784,10491.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","CZE2010","CZE",2010,"Czech Republic",1.05267965564876,7.07276343324446,28.2185318205173,10.0885602457183,3.70887563928696,0.708351134218804,0.560459859489689,2010,2010,31254.653428,0,FALSE,6591,74386,10517.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","CZE2011","CZE",2011,"Czech Republic",0.765416215775948,7.12197161157365,24.3933856346295,9.77355763211472,3.3890896111936,0.661614543975815,0.512919764249502,2011,2011,31867.18981,0,FALSE,6714,74757,10496.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","CZE2012","CZE",2012,"Czech Republic",0.51968179722188,6.97240516625011,21.3515991182805,9.60629774130331,3.05905917562607,0.649847490494712,0.500114367546912,2012,2012,31579.081966,0,FALSE,7265,73275,10509.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","CZE2013","CZE",2013,"Czech Republic",0.384559764822246,7.00960609830783,18.0035794066182,9.0597102189994,2.64522709834953,0.627424699522232,0.477630262392095,2013,2013,31560.282603,0,FALSE,7601,73676,10510.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","CZE2014","CZE",2014,"Czech Republic",0.370238794578814,7.24670522898192,15.6449029479743,8.68767226079717,2.43572760892881,0.614348156758883,0.461451086298676,2014,2014,32231.081439,0,FALSE,7797,76270,10524.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","CZE2015","CZE",2015,"Czech Republic",0.513227532570537,7.55964511613552,13.4142540346972,8.01254543956216,2.14652933447427,0.578334026642108,0.42779785959757,2015,2015,33909.30928,0,FALSE,8298.112592,79700.9,10542.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","CZE2016","CZE",2016,"Czech Republic",0.459214005331603,7.80973800609619,12.7558696491787,7.48757512151551,1.95947674404118,0.562246774036778,0.410385085581387,2016,2016,34696.158759,0,FALSE,8843.373268,82512.1,10565.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","CZE2017","CZE",2017,"Czech Republic",0.486996354373295,8.07446905555546,11.5009419642406,7.33224681309119,1.83392863333988,0.551986758427597,0.401140926754989,2017,2017,36405.974262,0,FALSE,9497.566454,85504.8,10589.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","DEU2000","DEU",2000,"Germany",0.526367691566563,11.0524571246179,225.075652585805,90.4464942707986,31.3463328646007,5.52573959902255,4.73053180939687,2000,2000,40319.796469,0,FALSE,75404,900300,81457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","DEU2001","DEU",2001,"Germany",0.495202361941719,11.3019370192721,202.800811585803,84.0025916248779,27.863807722783,5.15292200803213,4.36332284597851,2001,2001,40967.585031,0,FALSE,75754,921300,81517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","DEU2002","DEU",2002,"Germany",0.501946100015384,11.4062614920689,184.456405936593,79.7898593358409,24.8550324922085,4.90791834282644,4.11686160558839,2002,2002,40855.907046,0,FALSE,71366,930500,81578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","DEU2003","DEU",2003,"Germany",0.460285719203475,11.3453261229445,167.741057363813,74.8643970914397,21.9277962840467,4.64834588521401,3.85665423151751,2003,2003,40584.295246,0,FALSE,71293,925200,81549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","DEU2004","DEU",2004,"Germany",0.459506860177249,11.6810670791593,151.746924145527,71.8835012511916,19.5260414527485,4.45721265421816,3.67723254296143,2004,2004,41108.0769,0,FALSE,72879,951493,81456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","DEU2005","DEU",2005,"Germany",0.425081550586378,11.5493440869469,138.003854418138,69.0690305869028,17.4595196473452,4.31323195715513,3.54106689454528,2005,2005,41469.45084,0,FALSE,76824,939389,81337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","DEU2006","DEU",2006,"Germany",0.429911302769403,11.6424426841437,126.577303404469,68.934932451336,15.6794415873412,4.14036824640337,3.36261049868155,2006,2006,43139.089796,0,FALSE,78995,945052,81173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","DEU2007","DEU",2007,"Germany",0.392824274165739,11.7024767878309,118.822880421858,64.7559498505497,14.2528802256156,3.89114209116413,3.10481282370778,2007,2007,44522.381704,0,FALSE,79107,947807,80992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","DEU2008","DEU",2008,"Germany",0.418492304563088,11.7735872418404,111.631057977751,59.4849289017985,12.3275937077366,3.54114673324345,2.76253951594414,2008,2008,45076.637673,0,FALSE,82539,950882,80764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","DEU2009","DEU",2009,"Germany",0.474361658356301,11.924182746667,106.260783394499,55.2755701588215,11.2950298449297,3.2734318845382,2.51237343778329,2009,2009,42658.468149,0,FALSE,82253,959694,80483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","DEU2010","DEU",2010,"Germany",0.439759941862945,11.9935728165014,99.6984817030363,54.1616755856316,10.3069370479763,3.14109903499042,2.37318774275827,2010,2010,44551.69928,0,FALSE,83886,962892,80284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","DEU2011","DEU",2011,"Germany",0.413277979639299,12.1128246652133,97.9850722522695,52.532420602721,9.71284595061279,3.01003283773347,2.23572954686396,2011,2011,46305.630283,0,FALSE,85414,972357,80275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","DEU2012","DEU",2012,"Germany",0.375737819226956,12.0896103250193,92.3637710381058,51.3504557475479,8.90673868761178,2.86576647787403,2.09121711290225,2012,2012,46412.11546,0,FALSE,88796,972319,80426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","DEU2013","DEU",2013,"Germany",0.385137204151348,12.1549239887905,90.9609143602728,51.0002366589611,8.56327856068783,2.76653313760015,1.98981088012601,2013,2013,46488.045867,0,FALSE,89615,980246,80646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","DEU2014","DEU",2014,"Germany",0.388053603858586,12.2888754429942,89.0561553070268,48.8891764577618,8.23004517127383,2.65842063023141,1.87690078778927,2014,2014,47317.491165,0,FALSE,90976,995190,80983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","DEU2015","DEU",2015,"Germany",0.36154414636315,12.3492232546182,85.8079879318498,46.9006825820726,7.86511005570144,2.57708516105241,1.78756182027437,2015,2015,47609.557163,0,FALSE,91603,1008771,81687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","DEU2016","DEU",2016,"Germany",0.368479775715703,12.4804794229438,82.9976930289806,44.5986072439443,7.6018714333669,2.48900694815399,1.69688994166898,2016,2016,48279.984177,0,FALSE,94197,1027755,82349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","DEU2017","DEU",2017,"Germany",0.39331453375255,11.8251327776232,86.0463911175225,44.6610630029772,7.89048222583714,2.56589085049569,1.72014981840132,2017,2017,49389.274605,0,FALSE,95530,977430,82657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","DNK2000","DNK",2000,"Denmark",0.2288051271229,12.0258523791682,23.3497793874817,6.91036255724834,3.36075969716796,0.350744368632582,0.297941458703306,2000,2000,45363.342825,0,FALSE,5537,64194,5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","DNK2001","DNK",2001,"Denmark",0.253562953094562,11.8323688631697,22.9036132268955,6.79339876313382,3.18347073486259,0.342365932540309,0.288615072728994,2001,2001,45574.535188,0,FALSE,5721,63386,5357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","DNK2002","DNK",2002,"Denmark",0.187639730831979,11.8067336309524,21.20171487089,6.55337898003876,2.90664641658658,0.328033147952673,0.273318607912026,2002,2002,45625.24814,0,FALSE,5754,63473,5376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","DNK2003","DNK",2003,"Denmark",0.297291202959354,11.8768089053803,20.3510052174456,6.49879951887028,2.70712446888278,0.331738940264934,0.274989690077481,2003,2003,45684.24397,0,FALSE,5893,64016,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","DNK2004","DNK",2004,"Denmark",0.350830486995189,12.114010734777,17.8128453675976,6.23418631974577,2.3299467548738,0.321858720894701,0.264156939436534,2004,2004,46790.3474,0,FALSE,6074,65452,5403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","DNK2005","DNK",2005,"Denmark",0.423196536784564,12.090238051301,17.1531775569699,5.96117294747928,2.14205873284796,0.318107880397454,0.259879084817681,2005,2005,47742.289906,0,FALSE,6136,65517,5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","DNK2006","DNK",2006,"Denmark",0.51403559623511,12.1741769358102,15.3814094363282,5.76753569216359,1.88086637156109,0.318296671752957,0.258497968001692,2006,2006,49446.206732,0,FALSE,6274,66191,5437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","DNK2007","DNK",2007,"Denmark",0.419522750660913,12.4203296703297,13.7137261667773,5.48930679053307,1.64818491484185,0.309653616456536,0.248302587923026,2007,2007,49685.607143,0,FALSE,6353,67815,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","DNK2008","DNK",2008,"Denmark",0.381376212112303,12.3413435281267,12.6482987564721,4.96712532637076,1.4727731999823,0.29056804000531,0.229958755587025,2008,2008,49134.243219,0,FALSE,6475,67791,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","DNK2009","DNK",2009,"Denmark",0.284203710926601,12.1738185768604,11.4297744065679,4.41644498482956,1.30419226307335,0.263352043548099,0.20511230590755,2009,2009,46469.654355,0,FALSE,6367,67236,5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","DNK2010","DNK",2010,"Denmark",0.371791586364383,12.0086533261222,11.1805209421726,4.37817618447127,1.246101423167,0.263976310574671,0.204852278868672,2010,2010,47134.277087,0,FALSE,6577,66612,5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","DNK2011","DNK",2011,"Denmark",0.417606641711454,11.959066427289,9.26652600132108,4.13543986068576,1.01905947877259,0.248681618927521,0.18814177625653,2011,2011,47567.126032,0,FALSE,6890,66612,5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","DNK2012","DNK",2012,"Denmark",0.51290076377823,11.9905204793418,8.46035000522084,3.75888603648622,0.906299273557183,0.232016617192977,0.173303569563985,2012,2012,47495.796995,0,FALSE,7020,67039,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","DNK2013","DNK",2013,"Denmark",0.38944514596866,12.0347407803314,7.68915605986588,3.49355260469867,0.810736199316072,0.219281831505085,0.161283075009992,2013,2013,47751.198646,9,TRUE,7076,67551,5613,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"112","DNK2014","DNK",2014,"Denmark",0.4104128531781,11.877822172411,6.92837447854265,3.37006224027977,0.725974835692435,0.21460163008002,0.154237028758963,2014,2014,48266.507,9,TRUE,6808,67026.550518915,5643,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"113","DNK2015","DNK",2015,"Denmark",0.396274910890372,11.8873768851401,6.56662952258034,3.16411268553439,0.682909280864811,0.209634137461827,0.14788796695742,2015,2015,49058.142379,9,TRUE,6808,67544.075461366,5682,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"114","DNK2016","DNK",2016,"Denmark",0.387363446321513,11.6153460635708,6.11673553341884,2.9983609450284,0.639068346252787,0.207311946352783,0.14308656762389,2016,2016,50235.017804,9,TRUE,6653,66544.317598197,5729,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"115","ESP2000","ESP",2000,"Spain",0.6824614507554,8.14370588316376,131.860115702364,61.3702173396566,25.6937078772191,3.56594410660595,3.12179741812132,2000,2000,32467.837524,0,FALSE,20144,330263,40554.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","ESP2001","ESP",2001,"Spain",0.705541000676337,8.25490818953516,117.987139001099,59.4253732127362,22.503945014858,3.47671946689647,3.01796209333769,2001,2001,33569.573358,0,FALSE,20828,336520,40766.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","ESP2002","ESP",2002,"Spain",0.810307734612286,8.75290173312167,97.2694571422267,55.1834139954106,17.8615052204228,3.16912046379242,2.72343969198182,2002,2002,33939.001707,0,FALSE,21211,362576,41423.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","ESP2003","ESP",2003,"Spain",0.761043758145247,8.79550119061582,86.0005568309223,55.3405643920924,16.2070354958385,3.23142472316692,2.75868304422356,2003,2003,34310.992562,0,FALSE,21127,371137,42196.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","ESP2004","ESP",2004,"Spain",0.717979169909799,8.95140930507455,74.6294775752561,55.8736599963613,13.5558542643347,3.11604564704548,2.65846406850254,2004,2004,34835.161845,0,FALSE,20386,383650,42859.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","ESP2005","ESP",2005,"Spain",0.83698364685246,8.95441140913852,66.5941034819361,54.6261476774227,11.968067481312,3.10249314339609,2.62820177951419,2005,2005,35442.938401,0,FALSE,21624,390973,43662.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","ESP2006","ESP",2006,"Spain",0.74544298637621,8.79849900771003,57.7260961846935,54.1796958301948,10.1690072274369,3.11018958756719,2.60680827262712,2006,2006,36316.577278,0,FALSE,22105,390306,44360.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","ESP2007","ESP",2007,"Spain",0.663535304152372,8.89680686877632,51.2664832144135,52.8976302331186,8.80945277963305,3.05648986215884,2.53990002630101,2007,2007,36897.48058,0,FALSE,21857,402456,45236.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","ESP2008","ESP",2008,"Spain",0.684667577091595,8.77440632189587,42.9916265740579,47.7427172428329,7.21450519587087,2.79939167379392,2.3051132188314,2008,2008,36619.962939,0,FALSE,23969,403475,45983.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","ESP2009","ESP",2009,"Spain",0.802878011858973,8.78726609449928,36.8243087804704,43.6605647165009,6.06218127767252,2.60911639108687,2.12933121619167,2009,2009,34949.717507,0,FALSE,23137,407444,46367.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","ESP2010","ESP",2010,"Spain",0.65795068375352,8.43019905102569,35.6998687905694,42.8634007112839,5.52893232032629,2.58653441846631,2.09995041550604,2010,2010,34860.134242,0,FALSE,22456,392531,46562.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","ESP2011","ESP",2011,"Spain",0.513893538907114,8.33962805365436,30.4252178115804,40.4928130879919,4.57754227819213,2.36821113279095,1.8960078193261,2011,2011,34447.681743,0,FALSE,22795,389763,46736.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","ESP2012","ESP",2012,"Spain",0.473686900494894,8.03089345999093,27.665663989552,37.8218191429404,4.06779148082945,2.18618265669532,1.7298199844399,2012,2012,33406.674723,0,FALSE,22476,375576,46766.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","ESP2013","ESP",2013,"Spain",0.421791100764013,7.94911518916608,24.613305423811,35.8865097827229,3.36616080698751,2.06362590170503,1.61263231126291,2013,2013,33049.533284,0,FALSE,23788,370375,46593.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","ESP2014","ESP",2014,"Spain",0.402478954760071,7.49482462892198,24.5151833561218,37.0290185215338,3.31295276799177,2.09998242510763,1.61017776899415,2014,2014,33606.525829,0,FALSE,25072,348173,46455.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","ESP2015","ESP",2015,"Spain",0.37907142134201,7.84186234782396,22.1991909929796,34.4379929182177,2.96256156631551,1.93474449397981,1.45156845339917,2015,2015,34929.209686,0,FALSE,26142,363942,46410.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","ESP2016","ESP",2016,"Spain",0.326083399525797,8.13011893207719,22.0240320585632,31.8663235020853,2.97203524350246,1.80218765831222,1.32285887695522,2016,2016,35957.241499,0,FALSE,26670,377643,46449.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","ESP2017","ESP",2017,"Spain",0.295335821468282,7.80884582895587,21.2022370048683,31.2802948541066,2.85227810714482,1.78950901401885,1.27893420087349,2017,2017,36960.441231,0,FALSE,27487,363368,46532.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
